Age,Gender,Job,Relationship Status,Triggering_Event,Emotional_Response,Subjective_Assesment
25,Male,Software Engineer,Single,"I broke up with my girlfriend of 3 years because I thought I wasn't ready for a serious commitment, but now I realize how much I loved her and miss her.","regret, sadness, loneliness","I feel like an idiot for letting her go. I was just scared of settling down, but now I realize how much she meant to me. I'm really regretting my decision."
25,Male,Software Engineer,Single,I didn't take my health seriously when I was younger and now I'm dealing with chronic health issues that could have been prevented.,"regret, frustration, anger",I'm so mad at myself for not taking better care of my body when I had the chance. I feel like I've let myself down and now I'm paying the price.
25,Male,Software Engineer,Single,I didn't travel or take enough risks when I was younger and now I feel like I missed out on a lot of experiences.,"regret, sadness, disappointment",I feel like I played it too safe when I was younger and now I'm filled with regret for all the things I didn't do. I wish I had been more adventurous.
25,Male,Software Engineer,Single,I didn't keep in touch with my college friends after graduation and now I feel like I've lost those relationships forever.,"regret, sadness, loneliness",I'm really sad that I let those friendships fade away. I feel like I took them for granted and now it's too late to reconnect.
25,Male,Software Engineer,Single,I was rejected by my crush when I asked her out on a date.,"Rejection, disappointment, embarrassment, sadness","I feel rejected, embarrassed, and sad."
25,Male,Software Engineer,Single,My project proposal was rejected by my manager during a team meeting.,"Rejection, frustration, self-doubt, embarrassment",I feel rejected and embarrassed. I'm frustrated that my ideas weren't accepted.
25,Male,Software Engineer,Single,"I was not invited to a friend's birthday party, even though we hang out regularly.","Rejection, hurt, confusion, loneliness",I feel hurt and rejected. I'm confused about why I wasn't invited.
25,Male,Software Engineer,Single,I applied for a position at a company I really admire but didn't get an interview.,"Rejection, disappointment, self-doubt, discouragement",I feel rejected and disappointed. I'm starting to doubt my skills and qualifications.
25,Male,Software Engineer,Single,"My friends canceled our plans last minute, leaving me alone for the weekend.","Rejection, loneliness, frustration, sadness",I feel rejected and lonely. I'm frustrated that they canceled at the last minute.
25,Male,Software Engineer,Single,"I accidentally deleted an important piece of code that my team was working on, setting back our project by days.","Remorse, Guilt, Shame, Regret, Embarrassment",I feel terrible for making such a careless mistake and letting my team down. I'm filled with remorse and regret for not being more careful.
25,Male,Software Engineer,Single,I forgot my best friend's birthday and didn't even call to wish them. They found out later that I had gone out with other friends that day.,"Remorse, Guilt, Shame, Regret, Self-disappointment",I feel awful for being such a terrible friend and forgetting their special day. I'm ashamed of my actions and filled with remorse for hurting their feelings.
25,Male,Software Engineer,Single,"I got drunk at a party and said some hurtful things to a close friend, causing a rift in our relationship.","Remorse, Guilt, Shame, Regret, Self-anger",I'm filled with remorse for my actions and the hurtful words I said. I feel guilty for letting alcohol cloud my judgment and causing pain to someone I care about.
25,Male,Software Engineer,Single,"I missed an important deadline at work because I procrastinated, causing my team to scramble and work overtime to compensate.","Remorse, Guilt, Shame, Regret, Self-disappointment",I feel terrible for letting my team down and causing them unnecessary stress. I'm filled with remorse and regret for not managing my time better and being more responsible.
25,Male,Software Engineer,Single,"I shared a personal secret that a friend had confided in me with others, breaking their trust and causing them embarrassment.","Remorse, Guilt, Shame, Regret, Self-disappointment",I feel ashamed for betraying my friend's trust and causing them emotional pain. I'm filled with remorse and regret for not keeping their secret and being a reliable confidant.
25,Male,Software Engineer,Single,"My coworker took credit for my work during a team meeting, and my manager praised them for it.","['anger', 'betrayal', 'frustration']",I felt so angry and betrayed when my coworker took credit for my hard work. It's frustrating that my manager didn't recognize my contributions.
25,Male,Software Engineer,Single,"I found out that my friend, who I introduced to my crush, started dating them behind my back.","['betrayal', 'hurt', 'jealousy']","I felt so hurt and betrayed when I found out my friend started dating my crush. I trusted them, and they went behind my back. I can't help but feel jealous, even though I know it's not healthy."
25,Male,Software Engineer,Single,"I was passed over for a promotion at work, and the position was given to someone less qualified.","['anger', 'frustration', 'disappointment']","I was so angry and frustrated when I found out I didn't get the promotion. I've been working hard for years, and they gave it to someone with less experience. It's disappointing to feel like my efforts aren't valued."
25,Male,Software Engineer,Single,"My parents keep comparing me to my more successful sibling, making me feel inadequate.","['inadequacy', 'anger', 'hurt']","Every time my parents compare me to my sibling, I feel so inadequate and hurt. It's like they don't see my own accomplishments and value. It makes me angry that they can't just appreciate me for who I am."
